Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
5549,10/4/2021,16:40:28,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5550,10/4/2021,16:40:29,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5551,10/4/2021,16:40:30,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5552,10/4/2021,16:40:31,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5553,10/4/2021,16:40:32,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5554,10/4/2021,16:40:33,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5555,10/4/2021,16:40:34,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5556,10/4/2021,16:40:35,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5557,10/4/2021,16:40:36,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5558,10/4/2021,16:40:37,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5559,10/4/2021,16:40:38,16.3,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5560,10/4/2021,16:40:39,16.3,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5561,10/4/2021,16:40:40,16.3,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5562,10/4/2021,16:40:41,16.3,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5563,10/4/2021,16:40:42,16.3,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5564,10/4/2021,16:40:43,16.3,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5565,10/4/2021,16:40:44,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5566,10/4/2021,16:40:45,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5567,10/4/2021,16:40:46,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5568,10/4/2021,16:40:47,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5569,10/4/2021,16:40:48,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5570,10/4/2021,16:40:49,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5571,10/4/2021,16:40:50,16.4,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5572,10/4/2021,16:40:51,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5573,10/4/2021,16:40:52,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5574,10/4/2021,16:40:53,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5575,10/4/2021,16:40:54,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5576,10/4/2021,16:40:55,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5577,10/4/2021,16:40:56,16.3,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5578,10/4/2021,16:40:57,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5579,10/4/2021,16:40:58,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5580,10/4/2021,16:40:59,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5581,10/4/2021,16:41:00,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5582,10/4/2021,16:41:01,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5583,10/4/2021,16:41:02,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5584,10/4/2021,16:41:03,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5585,10/4/2021,16:41:04,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5586,10/4/2021,16:41:05,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5587,10/4/2021,16:41:06,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5588,10/4/2021,16:41:07,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5589,10/4/2021,16:41:08,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5590,10/4/2021,16:41:09,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5591,10/4/2021,16:41:10,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5592,10/4/2021,16:41:11,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5593,10/4/2021,16:41:12,16.3,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5594,10/4/2021,16:41:13,16.2,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5595,10/4/2021,16:41:14,16.2,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5596,10/4/2021,16:41:15,16.2,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5597,10/4/2021,16:41:16,16.2,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5598,10/4/2021,16:41:17,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5599,10/4/2021,16:41:18,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5600,10/4/2021,16:41:19,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5601,10/4/2021,16:41:20,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5602,10/4/2021,16:41:21,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5603,10/4/2021,16:41:22,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5604,10/4/2021,16:41:23,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5605,10/4/2021,16:41:24,16.1,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5606,10/4/2021,16:41:25,16,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5607,10/4/2021,16:41:26,16,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5608,10/4/2021,16:41:27,16,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5609,10/4/2021,16:41:28,16,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5610,10/4/2021,16:41:29,16,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5611,10/4/2021,16:41:30,16,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5612,10/4/2021,16:41:31,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5613,10/4/2021,16:41:32,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5614,10/4/2021,16:41:33,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5615,10/4/2021,16:41:34,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5616,10/4/2021,16:41:35,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5617,10/4/2021,16:41:36,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5618,10/4/2021,16:41:37,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5619,10/4/2021,16:41:38,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5620,10/4/2021,16:41:39,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5621,10/4/2021,16:41:40,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5622,10/4/2021,16:41:41,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5623,10/4/2021,16:41:42,16.1,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5624,10/4/2021,16:41:43,16.1,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5625,10/4/2021,16:41:44,16.1,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5626,10/4/2021,16:41:45,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5627,10/4/2021,16:41:46,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5628,10/4/2021,16:41:47,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5629,10/4/2021,16:41:48,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5630,10/4/2021,16:41:49,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5631,10/4/2021,16:41:50,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5632,10/4/2021,16:41:51,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5633,10/4/2021,16:41:52,16,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5634,10/4/2021,16:41:53,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5635,10/4/2021,16:41:54,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5636,10/4/2021,16:41:55,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5637,10/4/2021,16:41:56,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5638,10/4/2021,16:41:57,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5639,10/4/2021,16:41:58,16,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5640,10/4/2021,16:41:59,15.9,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5641,10/4/2021,16:42:00,15.9,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5642,10/4/2021,16:42:01,15.9,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5643,10/4/2021,16:42:02,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5644,10/4/2021,16:42:03,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5645,10/4/2021,16:42:04,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5646,10/4/2021,16:42:05,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5647,10/4/2021,16:42:06,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5648,10/4/2021,16:42:07,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5649,10/4/2021,16:42:08,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5650,10/4/2021,16:42:09,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5651,10/4/2021,16:42:10,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5652,10/4/2021,16:42:11,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5653,10/4/2021,16:42:12,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5654,10/4/2021,16:42:13,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5655,10/4/2021,16:42:14,15.8,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5656,10/4/2021,16:42:15,15.8,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5657,10/4/2021,16:42:16,15.7,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5658,10/4/2021,16:42:17,15.7,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5659,10/4/2021,16:42:18,15.7,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5660,10/4/2021,16:42:19,15.7,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5661,10/4/2021,16:42:20,15.7,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5662,10/4/2021,16:42:21,15.6,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5663,10/4/2021,16:42:22,15.6,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5664,10/4/2021,16:42:23,15.6,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5665,10/4/2021,16:42:24,15.6,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5666,10/4/2021,16:42:25,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5667,10/4/2021,16:42:26,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5668,10/4/2021,16:42:27,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5669,10/4/2021,16:42:28,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5670,10/4/2021,16:42:29,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5671,10/4/2021,16:42:30,15.5,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5672,10/4/2021,16:42:31,15.6,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5673,10/4/2021,16:42:32,15.6,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5674,10/4/2021,16:42:33,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5675,10/4/2021,16:42:34,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5676,10/4/2021,16:42:35,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5677,10/4/2021,16:42:36,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5678,10/4/2021,16:42:37,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5679,10/4/2021,16:42:38,15.5,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5680,10/4/2021,16:42:39,15.4,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5681,10/4/2021,16:42:40,15.4,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5682,10/4/2021,16:42:41,15.4,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5683,10/4/2021,16:42:42,15.4,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5684,10/4/2021,16:42:43,15.4,T1 KTemp C,18.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5685,10/4/2021,16:42:44,15.4,T1 KTemp C,18.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5686,10/4/2021,16:42:45,15.4,T1 KTemp C,18.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5687,10/4/2021,16:42:46,15.4,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5688,10/4/2021,16:42:47,15.4,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5689,10/4/2021,16:42:48,15.4,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5690,10/4/2021,16:42:49,15.4,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
5691,10/4/2021,16:47:28,26.2,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5692,10/4/2021,16:47:29,26.2,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5693,10/4/2021,16:47:30,26.2,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5694,10/4/2021,16:47:31,26.1,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5695,10/4/2021,16:47:32,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5696,10/4/2021,16:47:33,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5697,10/4/2021,16:47:34,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5698,10/4/2021,16:47:35,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5699,10/4/2021,16:47:36,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5700,10/4/2021,16:47:37,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5701,10/4/2021,16:47:38,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5702,10/4/2021,16:47:39,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5703,10/4/2021,16:47:40,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5704,10/4/2021,16:47:41,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5705,10/4/2021,16:47:42,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5706,10/4/2021,16:47:43,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5707,10/4/2021,16:47:44,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5708,10/4/2021,16:47:45,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5709,10/4/2021,16:47:46,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5710,10/4/2021,16:47:47,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5711,10/4/2021,16:47:48,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5712,10/4/2021,16:47:49,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5713,10/4/2021,16:47:50,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5714,10/4/2021,16:47:51,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5715,10/4/2021,16:47:52,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5716,10/4/2021,16:47:53,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5717,10/4/2021,16:47:54,26.1,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5718,10/4/2021,16:47:55,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5719,10/4/2021,16:47:56,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5720,10/4/2021,16:47:57,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5721,10/4/2021,16:47:58,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5722,10/4/2021,16:47:59,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5723,10/4/2021,16:48:00,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5724,10/4/2021,16:48:01,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5725,10/4/2021,16:48:02,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5726,10/4/2021,16:48:03,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5727,10/4/2021,16:48:04,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5728,10/4/2021,16:48:05,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5729,10/4/2021,16:48:06,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5730,10/4/2021,16:48:07,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5731,10/4/2021,16:48:08,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5732,10/4/2021,16:48:09,26.1,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5733,10/4/2021,16:48:10,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5734,10/4/2021,16:48:11,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5735,10/4/2021,16:48:12,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5736,10/4/2021,16:48:13,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5737,10/4/2021,16:48:14,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5738,10/4/2021,16:48:15,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5739,10/4/2021,16:48:16,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5740,10/4/2021,16:48:17,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5741,10/4/2021,16:48:18,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5742,10/4/2021,16:48:19,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5743,10/4/2021,16:48:20,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5744,10/4/2021,16:48:21,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5745,10/4/2021,16:48:22,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5746,10/4/2021,16:48:23,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5747,10/4/2021,16:48:24,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5748,10/4/2021,16:48:25,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5749,10/4/2021,16:48:26,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5750,10/4/2021,16:48:27,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5751,10/4/2021,16:48:28,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5752,10/4/2021,16:48:29,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5753,10/4/2021,16:48:30,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5754,10/4/2021,16:48:31,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5755,10/4/2021,16:48:32,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5756,10/4/2021,16:48:33,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5757,10/4/2021,16:48:34,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5758,10/4/2021,16:48:35,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5759,10/4/2021,16:48:36,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
5760,10/4/2021,16:48:37,26.2,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
