Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2108,10/4/2021,14:58:21,27,T1 KTemp C,30.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2109,10/4/2021,14:58:22,27,T1 KTemp C,30,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2110,10/4/2021,14:58:23,26.9,T1 KTemp C,30,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2111,10/4/2021,14:58:24,26.9,T1 KTemp C,29.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2112,10/4/2021,14:58:25,26.8,T1 KTemp C,29.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2113,10/4/2021,14:58:26,26.8,T1 KTemp C,29.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2114,10/4/2021,14:58:27,26.7,T1 KTemp C,29.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2115,10/4/2021,14:58:28,26.7,T1 KTemp C,29.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2116,10/4/2021,14:58:29,26.7,T1 KTemp C,29.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2117,10/4/2021,14:58:30,26.6,T1 KTemp C,29.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2118,10/4/2021,14:58:31,26.6,T1 KTemp C,29.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2119,10/4/2021,14:58:32,26.5,T1 KTemp C,29.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2120,10/4/2021,14:58:33,26.5,T1 KTemp C,29.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2121,10/4/2021,14:58:34,26.5,T1 KTemp C,29.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2122,10/4/2021,14:58:35,26.5,T1 KTemp C,29.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2123,10/4/2021,14:58:36,26.4,T1 KTemp C,29.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2124,10/4/2021,14:58:37,26.4,T1 KTemp C,29.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2125,10/4/2021,14:58:38,26.3,T1 KTemp C,29.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2126,10/4/2021,14:58:39,26.3,T1 KTemp C,29.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2127,10/4/2021,14:58:40,26.2,T1 KTemp C,29.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2128,10/4/2021,14:58:41,26.2,T1 KTemp C,29.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2129,10/4/2021,14:58:42,26.1,T1 KTemp C,29.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2130,10/4/2021,14:58:43,26.1,T1 KTemp C,29.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2131,10/4/2021,14:58:44,26.1,T1 KTemp C,29.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2132,10/4/2021,14:58:45,26,T1 KTemp C,29.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2133,10/4/2021,14:58:46,26,T1 KTemp C,29.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2134,10/4/2021,14:58:47,25.9,T1 KTemp C,29.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2135,10/4/2021,14:58:48,25.9,T1 KTemp C,29,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2136,10/4/2021,14:58:49,25.8,T1 KTemp C,29,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2137,10/4/2021,14:58:50,25.8,T1 KTemp C,29,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2138,10/4/2021,14:58:51,25.8,T1 KTemp C,28.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2139,10/4/2021,14:58:52,25.7,T1 KTemp C,28.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2140,10/4/2021,14:58:53,25.7,T1 KTemp C,28.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2141,10/4/2021,14:58:54,25.6,T1 KTemp C,28.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2142,10/4/2021,14:58:55,25.6,T1 KTemp C,28.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2143,10/4/2021,14:58:56,25.5,T1 KTemp C,28.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2144,10/4/2021,14:58:57,25.5,T1 KTemp C,28.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2145,10/4/2021,14:58:58,25.4,T1 KTemp C,28.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2146,10/4/2021,14:58:59,25.4,T1 KTemp C,28.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2147,10/4/2021,14:59:00,25.4,T1 KTemp C,28.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2148,10/4/2021,14:59:01,25.4,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2149,10/4/2021,14:59:02,25.3,T1 KTemp C,28.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2150,10/4/2021,14:59:03,25.3,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2151,10/4/2021,14:59:04,25.2,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2152,10/4/2021,14:59:05,25.2,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2153,10/4/2021,14:59:06,25.2,T1 KTemp C,28.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2154,10/4/2021,14:59:07,25.2,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2155,10/4/2021,14:59:08,25.1,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2156,10/4/2021,14:59:09,25.1,T1 KTemp C,28.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2157,10/4/2021,14:59:10,25,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2158,10/4/2021,14:59:11,25,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2159,10/4/2021,14:59:12,25,T1 KTemp C,28.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2160,10/4/2021,14:59:13,25,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2161,10/4/2021,14:59:14,24.9,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2162,10/4/2021,14:59:15,24.9,T1 KTemp C,28.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2163,10/4/2021,14:59:16,24.9,T1 KTemp C,28,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2164,10/4/2021,14:59:17,24.9,T1 KTemp C,28,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2165,10/4/2021,14:59:18,24.8,T1 KTemp C,28,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2166,10/4/2021,14:59:19,24.8,T1 KTemp C,28,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2167,10/4/2021,14:59:20,24.7,T1 KTemp C,27.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2168,10/4/2021,14:59:21,24.7,T1 KTemp C,27.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2169,10/4/2021,14:59:22,24.7,T1 KTemp C,27.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2170,10/4/2021,14:59:23,24.6,T1 KTemp C,27.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2171,10/4/2021,14:59:24,24.6,T1 KTemp C,27.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2172,10/4/2021,14:59:25,24.5,T1 KTemp C,27.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2173,10/4/2021,14:59:26,24.5,T1 KTemp C,27.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2174,10/4/2021,14:59:27,24.5,T1 KTemp C,27.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2175,10/4/2021,14:59:28,24.4,T1 KTemp C,27.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2176,10/4/2021,14:59:29,24.4,T1 KTemp C,27.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2177,10/4/2021,14:59:30,24.4,T1 KTemp C,27.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2178,10/4/2021,14:59:31,24.3,T1 KTemp C,27.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2179,10/4/2021,14:59:32,24.3,T1 KTemp C,27.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2180,10/4/2021,14:59:33,24.2,T1 KTemp C,27.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2181,10/4/2021,14:59:34,24.2,T1 KTemp C,27.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2182,10/4/2021,14:59:35,24.2,T1 KTemp C,27.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2183,10/4/2021,14:59:36,24.1,T1 KTemp C,27.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2184,10/4/2021,14:59:37,24.1,T1 KTemp C,27.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2185,10/4/2021,14:59:38,24.1,T1 KTemp C,27.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2186,10/4/2021,14:59:39,24,T1 KTemp C,27.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2187,10/4/2021,14:59:40,24,T1 KTemp C,27.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2188,10/4/2021,14:59:41,24,T1 KTemp C,27.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2189,10/4/2021,14:59:42,23.9,T1 KTemp C,27.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2190,10/4/2021,14:59:43,23.9,T1 KTemp C,27.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2191,10/4/2021,14:59:44,23.9,T1 KTemp C,27.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2192,10/4/2021,14:59:45,23.8,T1 KTemp C,27.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2193,10/4/2021,14:59:46,23.8,T1 KTemp C,27.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2194,10/4/2021,14:59:47,23.8,T1 KTemp C,27.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2195,10/4/2021,14:59:48,23.7,T1 KTemp C,27,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2196,10/4/2021,14:59:49,23.7,T1 KTemp C,27,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2197,10/4/2021,14:59:50,23.6,T1 KTemp C,27,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2198,10/4/2021,14:59:51,23.6,T1 KTemp C,27,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2199,10/4/2021,14:59:52,23.6,T1 KTemp C,26.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2200,10/4/2021,14:59:53,23.6,T1 KTemp C,26.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2201,10/4/2021,14:59:54,23.5,T1 KTemp C,26.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2202,10/4/2021,14:59:55,23.5,T1 KTemp C,26.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2203,10/4/2021,14:59:56,23.4,T1 KTemp C,26.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2204,10/4/2021,14:59:57,23.4,T1 KTemp C,26.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2205,10/4/2021,14:59:58,23.3,T1 KTemp C,26.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2206,10/4/2021,14:59:59,23.3,T1 KTemp C,26.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2207,10/4/2021,15:00:00,23.3,T1 KTemp C,26.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2208,10/4/2021,15:00:01,23.3,T1 KTemp C,26.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2209,10/4/2021,15:00:02,23.2,T1 KTemp C,26.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2210,10/4/2021,15:00:03,23.2,T1 KTemp C,26.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2211,10/4/2021,15:00:04,23.1,T1 KTemp C,26.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2212,10/4/2021,15:00:05,23.1,T1 KTemp C,26.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2213,10/4/2021,15:00:06,23.1,T1 KTemp C,26.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2214,10/4/2021,15:00:07,23.1,T1 KTemp C,26.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2215,10/4/2021,15:00:08,23.1,T1 KTemp C,26.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2216,10/4/2021,15:00:09,23,T1 KTemp C,26.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2217,10/4/2021,15:00:10,23,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2218,10/4/2021,15:00:11,22.9,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2219,10/4/2021,15:00:12,22.9,T1 KTemp C,26.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2220,10/4/2021,15:00:13,22.9,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2221,10/4/2021,15:00:14,22.9,T1 KTemp C,26.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2222,10/4/2021,15:00:15,22.8,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2223,10/4/2021,15:00:16,22.8,T1 KTemp C,26.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2224,10/4/2021,15:00:17,22.8,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2225,10/4/2021,15:00:18,22.7,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2226,10/4/2021,15:00:19,22.7,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2227,10/4/2021,15:00:20,22.7,T1 KTemp C,26,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2228,10/4/2021,15:00:21,22.7,T1 KTemp C,25.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2229,10/4/2021,15:00:22,22.6,T1 KTemp C,25.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2230,10/4/2021,15:00:23,22.6,T1 KTemp C,25.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2231,10/4/2021,15:00:24,22.5,T1 KTemp C,25.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2232,10/4/2021,15:00:25,22.5,T1 KTemp C,25.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2233,10/4/2021,15:00:26,22.5,T1 KTemp C,25.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2234,10/4/2021,15:00:27,22.4,T1 KTemp C,25.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2235,10/4/2021,15:00:28,22.4,T1 KTemp C,25.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2236,10/4/2021,15:00:29,22.4,T1 KTemp C,25.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2237,10/4/2021,15:00:30,22.3,T1 KTemp C,25.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2238,10/4/2021,15:00:31,22.3,T1 KTemp C,25.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2239,10/4/2021,15:00:32,22.3,T1 KTemp C,25.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2240,10/4/2021,15:00:33,22.2,T1 KTemp C,25.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2241,10/4/2021,15:00:34,22.2,T1 KTemp C,25.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2242,10/4/2021,15:00:35,22.2,T1 KTemp C,25.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2243,10/4/2021,15:00:36,22.2,T1 KTemp C,25.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2244,10/4/2021,15:00:37,22.2,T1 KTemp C,25.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2245,10/4/2021,15:00:38,22.1,T1 KTemp C,25.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2246,10/4/2021,15:00:39,22.1,T1 KTemp C,25.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2247,10/4/2021,15:00:40,22.1,T1 KTemp C,25.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2248,10/4/2021,15:00:41,22,T1 KTemp C,25.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2249,10/4/2021,15:00:42,22,T1 KTemp C,25.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2250,10/4/2021,15:00:43,22,T1 KTemp C,25.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2251,10/4/2021,15:00:44,22,T1 KTemp C,25.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2252,10/4/2021,15:00:45,21.9,T1 KTemp C,25.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2253,10/4/2021,15:00:46,21.9,T1 KTemp C,25,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2254,10/4/2021,15:00:47,21.9,T1 KTemp C,25,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2255,10/4/2021,15:00:48,21.8,T1 KTemp C,25,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2256,10/4/2021,15:00:49,21.8,T1 KTemp C,25,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2257,10/4/2021,15:00:50,21.8,T1 KTemp C,24.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2258,10/4/2021,15:00:51,21.8,T1 KTemp C,24.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2259,10/4/2021,15:00:52,21.7,T1 KTemp C,24.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2260,10/4/2021,15:00:53,21.7,T1 KTemp C,24.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2261,10/4/2021,15:00:54,21.7,T1 KTemp C,24.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2262,10/4/2021,15:00:55,21.6,T1 KTemp C,24.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2263,10/4/2021,15:00:56,21.6,T1 KTemp C,24.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2264,10/4/2021,15:00:57,21.6,T1 KTemp C,24.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2265,10/4/2021,15:00:58,21.5,T1 KTemp C,24.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2266,10/4/2021,15:00:59,21.5,T1 KTemp C,24.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2267,10/4/2021,15:01:00,21.5,T1 KTemp C,24.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2268,10/4/2021,15:01:01,21.5,T1 KTemp C,24.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2269,10/4/2021,15:01:02,21.4,T1 KTemp C,24.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2270,10/4/2021,15:01:03,21.4,T1 KTemp C,24.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2271,10/4/2021,15:01:04,21.4,T1 KTemp C,24.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2272,10/4/2021,15:01:05,21.4,T1 KTemp C,24.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2273,10/4/2021,15:01:06,21.3,T1 KTemp C,24.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2274,10/4/2021,15:01:07,21.3,T1 KTemp C,24.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2275,10/4/2021,15:01:08,21.3,T1 KTemp C,24.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2276,10/4/2021,15:01:09,21.3,T1 KTemp C,24.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2277,10/4/2021,15:01:10,21.2,T1 KTemp C,24.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2278,10/4/2021,15:01:11,21.2,T1 KTemp C,24.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2279,10/4/2021,15:01:12,21.2,T1 KTemp C,24.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2280,10/4/2021,15:01:13,21.2,T1 KTemp C,24.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2281,10/4/2021,15:01:14,21.1,T1 KTemp C,24.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2282,10/4/2021,15:01:15,21.1,T1 KTemp C,24.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2283,10/4/2021,15:01:16,21.1,T1 KTemp C,24.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2284,10/4/2021,15:01:17,21,T1 KTemp C,24.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2285,10/4/2021,15:01:18,21,T1 KTemp C,24.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2286,10/4/2021,15:01:19,20.9,T1 KTemp C,24.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2287,10/4/2021,15:01:20,20.9,T1 KTemp C,24.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2288,10/4/2021,15:01:21,20.9,T1 KTemp C,24.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2289,10/4/2021,15:01:22,20.9,T1 KTemp C,24,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2290,10/4/2021,15:01:23,20.8,T1 KTemp C,24,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2291,10/4/2021,15:01:24,20.8,T1 KTemp C,24,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2292,10/4/2021,15:01:25,20.8,T1 KTemp C,24,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2293,10/4/2021,15:01:26,20.7,T1 KTemp C,23.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2294,10/4/2021,15:01:27,20.7,T1 KTemp C,23.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2295,10/4/2021,15:01:28,20.7,T1 KTemp C,23.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2296,10/4/2021,15:01:29,20.7,T1 KTemp C,23.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2297,10/4/2021,15:01:30,20.6,T1 KTemp C,23.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2298,10/4/2021,15:01:31,20.6,T1 KTemp C,23.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2299,10/4/2021,15:01:32,20.6,T1 KTemp C,23.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2300,10/4/2021,15:01:33,20.5,T1 KTemp C,23.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2301,10/4/2021,15:01:34,20.5,T1 KTemp C,23.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2302,10/4/2021,15:01:35,20.5,T1 KTemp C,23.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2303,10/4/2021,15:01:36,20.5,T1 KTemp C,23.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2304,10/4/2021,15:01:37,20.4,T1 KTemp C,23.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2305,10/4/2021,15:01:38,20.4,T1 KTemp C,23.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2306,10/4/2021,15:01:39,20.4,T1 KTemp C,23.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2307,10/4/2021,15:01:40,20.4,T1 KTemp C,23.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2308,10/4/2021,15:01:41,20.4,T1 KTemp C,23.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2309,10/4/2021,15:01:42,20.3,T1 KTemp C,23.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2310,10/4/2021,15:01:43,20.3,T1 KTemp C,23.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2311,10/4/2021,15:01:44,20.3,T1 KTemp C,23.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2312,10/4/2021,15:01:45,20.3,T1 KTemp C,23.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2313,10/4/2021,15:01:46,20.2,T1 KTemp C,23.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2314,10/4/2021,15:01:47,20.2,T1 KTemp C,23.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2315,10/4/2021,15:01:48,20.2,T1 KTemp C,23.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2316,10/4/2021,15:01:49,20.1,T1 KTemp C,23.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2317,10/4/2021,15:01:50,20.1,T1 KTemp C,23.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2318,10/4/2021,15:01:51,20.1,T1 KTemp C,23.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
2319,10/4/2021,15:01:52,20.1,T1 KTemp C,23.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
